CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7003444,3873,23,12,Third Party Partner,Salaried,Post Graduate,Male,5,Manager,2,Married,24204,1,5,584769,West,Yearly,12,1
7003445,6228,19,6,Agent,Small Business,Diploma,Female,4,Manager,4,Single,28311,1,7,710040,West,Half Yearly,3,5
7003446,5503,33,17,Online,Large Business,Engineer,Male,4,Manager,5,Married,23924,0,3,566760,North,Half Yearly,8,3
7003447,2622,3,13,Agent,Small Business,Diploma,Female,5,Manager,6,Married,23837,0,5,325137,West,Yearly,1,5
7003448,3305,17,7,Agent,Small Business,Under Graduate,Male,4,Manager,6,Married,23608,0,2,403225,West,Half Yearly,10,4
7003449,3912,12,8,Third Party Partner,Small Business,Under Graduate,Female,5,Manager,5,Married,20590,1,5,434243,West,Yearly,8,1
7003450,6540,39,26,Agent,Salaried,Graduate,Female,4,AVP,2,Married,36332,1,10,850169,North,Half Yearly,1,5
7003451,4387,26,26,Third Party Partner,Salaried,Graduate,Female,2,Executive,4,Single,20889,1,4,833471,West,Monthly,4,1
7003452,2323,5,12,Agent,Salaried,Graduate,Male,4,Executive,2,Married,23228,0,5,385585,North,Half Yearly,4,1
7003453,4514,5,23,Third Party Partner,Salaried,Graduate,Male,4,VP,2,Married,37618,0,7,537185,West,Half Yearly,4,3
7003454,5651,17,11,Agent,Small Business,Diploma,Male,4,Manager,2,Married,23544,1,10,570707,North,Half Yearly,1,1
7003455,3198,13,13,Third Party Partner,Salaried,MBA,Female,5,Executive,5,Married,21320,0,6,447720,West,Yearly,1,1
7003456,4477,9,4,Agent,Small Business,Under Graduate,Male,4,Manager,6,Married,21320,0,2,568604,North,Half Yearly,5,3
7003457,3914,4,23,Online,Small Business,Under Graduate,Male,4,Executive,4,Single,20601,0,3,759353,West,Half Yearly,5,3
7003458,4735,9,5,Online,Small Business,Under Graduate,Male,4,Executive,6,Married,21522,1,7,634469,West,Half Yearly,4,1
7003459,2127,9,6,Online,Salaried,Graduate,Male,2,Executive,5,Married,21267,0,4,350906,North,Monthly,3,5
7003460,6519,7,33,Agent,Small Business,Diploma,Male,4,Senior Manager,2,Single,28345,0,7,1193041,West,Half Yearly,2,5
7003461,3792,8,15,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4,Married,27085,0,5,712877,West,Half Yearly,2,1
7003462,5331,32,11,Agent,Small Business,Under Graduate,Male,4,Executive,6,Single,21324,0,10,879615,North,Half Yearly,7,5
7003463,2621,5,13,Agent,Salaried,Graduate,Male,4,Manager,6,Married,23830,0,1,335526,West,Half Yearly,3,3
7003464,5779,6,23,Online,Small Business,Under Graduate,Female,4,Manager,2,Married,25124,0,2,1074805,West,Half Yearly,3,3
7003465,2581,13,3,Third Party Partner,Salaried,Graduate,Male,6,Manager,6,Married,23460,0,1,381929,West,Yearly,8,1
7003466,4581,9,27,Agent,Laarge Business,Engineer,Male,5,Executive,2,Married,20824,0,2,710098,West,Yearly,4,3
7003467,5329,21,27,Agent,Salaried,Graduate,Male,5,Executive,6,Single,21315,0,3,804641,West,Yearly,1,3
7003468,5679,34,28,Agent,Salaried,Graduate,Female,4,Manager,2,Married,23661,1,7,1135728,West,Half Yearly,10,4
7003469,3836,8,23,Agent,Small Business,Diploma,Male,4,Manager,2,Single,22562,0,2,552318,West,Half Yearly,8,1
7003470,3658,11,18,Agent,Salaried,Graduate,Male,5,Manager,2,Single,28136,0,3,709590,West,Yearly,1,1
7003471,4093,8,25,Third Party Partner,Small Business,Diploma,Male,4,Manager,2,Married,24074,1,7,564776,North,Half Yearly,9,3
7003472,3758,8,15,Agent,Salaried,Graduate,Male,4,Senior Manager,6,Single,28905,1,1,541102,North,Half Yearly,3,3
7003473,4698,28,28,Agent,Salaried,Graduate,Female,4,Manager,4,Married,21354,0,1,742265,North,Half Yearly,4,5
7003474,2687,3,8,Third Party Partner,Salaried,Graduate,Male,4,Manager,4,Married,24425,0,2,378832,West,Half Yearly,9,5
7003475,5453,11,11,Agent,Salaried,Graduate,Male,4,Senior Manager,4,Married,25967,0,2,741618,East,Half Yearly,10,1
7003476,5362,16,16,Third Party Partner,Salaried,Post Graduate,Male,4,Executive,5,Married,21448,1,2,949074,West,Half Yearly,3,1
7003477,8380,42,8,Agent,Salaried,MBA,Male,2,VP,5,Married,38093,1,13,905090,North,Monthly,5,5
7003478,3721,22,22,Agent,Small Business,UG,Fe male,6,Executive,2,Married,19586,1,9,666120,West,Yearly,1,5
7003479,6042,24,18,Agent,Small Business,Diploma,Male,4,AVP,6,Single,,0,2,833744,North,Half Yearly,11,1
7003480,4558,18,27,Online,Salaried,Graduate,Male,5,Manager,4,Single,22789,0,9,683670,West,Yearly,8,3
7003481,5603,28,28,Online,Small Business,Under Graduate,Female,4,Senior Manager,4,Married,,0,2,1092530,West,Half Yearly,9,1
7003482,5724,6,34,Agent,Small Business,Under Graduate,Female,4,Manager,6,Single,22897,1,7,652565,North,Half Yearly,5,1
7003483,3692,11,18,Agent,Salaried,Graduate,Male,5,Manager,4,Single,23074,0,3,631305,West,Yearly,3,3
7003484,4010,16,12,Agent,Salaried,Post Graduate,Male,4,Executive,2,Single,21104,0,2,689679,North,Half Yearly,5,5
7003485,2726,5,14,Third Party Partner,Large Business,Engineer,Female,4,Manager,4,Married,24780,0,4,381612,North,Half Yearly,5,3
7003486,2655,11,16,Agent,Small Business,Diploma,Female,4,Manager,5,Married,24134,0,2,467234,North,Half Yearly,11,3
7003487,3303,17,13,Agent,Salaried,MBA,Female,4,Executive,5,Married,20644,0,3,389759,West,Half Yearly,3,4
7003488,3775,11,8,Agent,Small Business,Under Graduate,Male,4,Executive,5,Married,22205,0,3,690798,North,Half Yearly,8,5
7003489,4935,10,5,Agent,Salaried,Post Graduate,Male,4,Executive,4,Married,22434,1,1,503419,West,Half Yearly,3,5
7003490,2980,6,9,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4,Single,27090,0,1,476784,West,Half Yearly,12,3
7003491,3888,23,4,Online,Small Business,Under Graduate,Male,5,Executive,4,Married,20465,0,1,773782,West,Yearly,1,3
7003492,5266,5,26,Agent,Salaried,Graduate,Male,4,Manager,5,Married,22897,0,11,837343,West,Half Yearly,9,4
7003493,2583,8,10,Agent,Salaried,Graduate,Male,4,Executive,4,Married,21524,0,3,452004,West,Half Yearly,3,4
7003494,4518,23,14,Third Party Partner,Salaried,Graduate,Male,5,Manager,4,Married,23778,0,3,709298,North,Yearly,8,4
7003495,2864,14,17,Agent,Salaried,Graduate,Male,4,Manager,6,Married,23867,1,4,509799,West,Half Yearly,3,1
7003496,4673,28,5,Agent,Salaried,Graduate,Male,4,Executive,2,Married,21239,0,6,663506,North,Half Yearly,1,1
7003497,3346,13,10,Online,Small Business,Under Graduate,Female,4,Senior Manager,5,Married,,0,3,378046,North,Half Yearly,13,5
7003498,2534,10,8,Agent,Small Business,Under Graduate,Male,4,Executive,4,Married,21117,1,5,486536,West,Half Yearly,3,5
7003499,5021,25,15,Agent,Salaried,Graduate,Male,4,Executive,4,Single,21832,0,2,989208,North,Half Yearly,3,3
7003500,4711,9,5,Agent,Small Business,Under Graduate,Male,4,Manager,4,Single,23555,0,7,833847,West,Half Yearly,9,4
7003501,2334,7,9,Agent,Small Business,Under Graduate,Female,4,Manager,2,Married,23335,1,5,338358,North,Half Yearly,2,1
7003502,5111,10,10,Agent,Salaried,Graduate,Female,5,Executive,5,Single,21294,0,2,751252,West,Yearly,2,3
7003503,4381,13,26,Agent,Salaried,Graduate,Male,4,Executive,2,Married,20863,0,3,674709,West,Half Yearly,1,1
7003504,4560,27,14,Agent,Small Business,Under Graduate,Male,5,Executive,5,Married,20726,0,1,893705,North,Yearly,3,1
7003505,2482,10,10,Agent,Salaried,Graduate,Male,4,Manager,2,Single,22565,0,5,441823,West,Half Yearly,8,4
7003506,5383,22,5,Agent,Small Business,Under Graduate,Female,6,Senior Manager,4,Married,,0,2,1038863,West,Yearly,12,1
7003507,6642,13,20,Agent,Small Business,Diploma,Female,4,Senior Manager,2,Married,28879,0,16,976399,West,Half Yearly,8,5
7003508,6118,24,6,Agent,Salaried,Graduate,Female,2,Senior Manager,,Married,,1,2,1211402,West,Monthly,9,1
7003509,4673,19,28,Agent,Salaried,Post Graduate,Female,4,Manager,4,Married,23364,1,1,504662,West,Half Yearly,5,1
7003510,4827,14,14,Online,Salaried,Graduate,Male,4,Executive,2,Married,21939,0,8,863958,West,Half Yearly,1,1
7003511,2298,5,9,Agent,Small Business,Under Graduate,Male,4,Executive,2,Single,20893,1,3,379208,West,Half Yearly,3,4
7003512,4376,22,22,Agent,Small Business,Under Graduate,Male,4,Executive,6,Single,20837,1,1,770136,West,Half Yearly,3,1
7003513,7199,14,22,Online,Salaried,Graduate,Male,4,VP,2,Single,37888,0,1,1007821,West,Half Yearly,4,4
7003514,2430,2,15,Third Party Partner,Small Business,Diploma,Male,4,Executive,6,Married,20247,0,2,396031,West,Half Yearly,1,5
7003515,4437,27,18,Agent,Small Business,Under Graduate,Female,5,Senior Manager,2,Married,26101,0,5,514712,North,Yearly,5,3
7003516,4718,19,28,Third Party Partner,Salaried,Graduate,Female,4,Manager,5,Married,23588,0,3,504783,North,Half Yearly,3,3
7003517,5695,28,6,Online,Salaried,Graduate,Male,4,Manager,4,Married,24763,0,2,991015,West,Half Yearly,10,3
7003518,3487,3,10,Agent,Small Business,Under Graduate,Male,4,Executive,2,Married,23244,1,8,522990,West,Half Yearly,3,3
7003519,7841,8,47,Agent,Salaried,Graduate,Male,4,VP,4,Married,37337,0,3,791918,West,Half Yearly,15,3
7003520,3119,12,3,Agent,Laarge Business,Engineer,Male,4,Executive,4,Married,20796,0,3,564611,North,Half Yearly,9,4
7003521,3523,18,14,Agent,Salaried,Graduate,Female,5,AVP,5,Married,,0,2,398096,West,Yearly,11,5
7003522,4782,24,10,Agent,Small Business,Diploma,Female,5,Manager,4,Married,25169,0,6,817741,North,Yearly,8,5
7003523,5727,29,34,Online,Small Business,Diploma,Male,6,Manager,2,Married,23863,0,3,990792,West,Yearly,12,1
7003524,5753,29,35,Agent,Salaried,Graduate,Male,5,Manager,5,Married,27395,0,12,1144837,West,Yearly,5,3
7003525,4179,13,13,Agent,Laarge Business,Engineer,Male,4,Executive,6,Single,20896,0,2,589267,North,Half Yearly,3,1
7003526,6278,13,13,Agent,Salaried,Graduate,Female,4,Senior Manager,2,Single,27294,1,1,954198,West,Half Yearly,8,1
7003527,3808,8,23,Agent,Salaried,Graduate,Female,4,Manager,2,Married,23800,0,3,662592,North,Half Yearly,10,4
7003528,4533,14,23,Third Party Partner,Salaried,Graduate,Male,4,Manager,4,Married,25185,0,4,589329,North,Half Yearly,2,3
7003529,4017,8,24,Agent,Small Business,Diploma,Female,5,Manager,2,Married,25109,0,5,763314,North,Yearly,1,1
7003530,4661,9,28,Agent,Salaried,Graduate,Female,4,Manager,4,Single,23307,0,14,806422,West,Half Yearly,2,1
7003531,3828,11,11,Agent,Salaried,Graduate,Male,5,Executive,4,Single,21266,0,10,581838,West,Yearly,3,5
7003532,2898,14,12,Third Party Partner,Salaried,Graduate,Male,4,Manager,4,Married,24146,1,4,402755,North,Half Yearly,3,3
7003533,2864,9,17,Agent,Small Business,Under Graduate,Female,4,Executive,4,Married,20458,0,4,389520,North,Half Yearly,3,1
7003534,3001,12,6,Agent,Salaried,Graduate,Female,6,Executive,2,Married,21434,0,1,444112,North,Yearly,2,3
7003535,2923,15,15,Agent,Salaried,Post Graduate,Male,5,Manager,5,Married,22482,1,1,555305,West,Yearly,4,4
7003536,4671,5,19,Agent,Small Business,Under Graduate,Female,5,Executive,6,Single,22242,0,1,555828,North,Yearly,5,1
7003537,4690,28,19,Agent,Small Business,Diploma,Male,5,Senior Manager,6,Married,,1,4,633118,West,Yearly,1,5
7003538,4268,26,17,Agent,Small Business,Diploma,Female,5,AVP,2,Married,,0,3,712809,West,Yearly,7,1
7003539,7098,28,43,Online,Small Business,Under Graduate,Male,4,Manager,6,Single,28393,0,6,1362864,North,Half Yearly,8,1
7003540,3428,10,17,Agent,Salaried,Post Graduate,Female,5,Executive,4,Single,21423,0,1,551856,East,Yearly,1,1
7003541,3575,14,18,Third Party Partner,Small Business,Under Graduate,Male,2,Manager,2,Married,21028,0,4,446845,West,Monthly,4,3
7003542,4836,5,19,Agent,Small Business,Under Graduate,Male,5,Senior Manager,6,Married,28448,0,1,623865,West,Yearly,8,4
7003543,2706,16,11,Agent,Salaried,Graduate,Male,2,Manager,5,Married,24599,1,1,495178,West,Monthly,4,4
7003544,5485,22,27,Third Party Partner,Small Business,Under Graduate,Male,5,Manager,5,Married,23847,0,16,926933,North,Yearly,9,3
7003545,2743,11,3,Agent,Small Business,Under Graduate,Male,2,Manager,4,Married,22861,0,5,277075,West,Monthly,3,3
7003546,6113,18,37,Agent,Salaried,Graduate,Female,4,Manager,2,Single,24450,1,4,886313,North,Half Yearly,6,4
7003547,4010,12,4,Third Party Partner,Salaried,Graduate,Male,5,Manager,5,Married,23587,0,1,489194,North,Yearly,8,1
7003548,4109,25,4,Agent,Salaried,Post Graduate,Male,5,Executive,4,Single,20547,1,1,456143,North,Yearly,1,3
7003549,3205,3,19,Third Party Partner,Salaried,Graduate,Female,4,Executive,4,Married,21366,1,6,519194,West,Half Yearly,1,1
7003550,3947,24,8,Agent,Small Business,Under Graduate,Male,4,Executive,5,Married,21925,0,2,619601,West,Half Yearly,3,5
7003551,4090,16,16,Third Party Partner,Salaried,Graduate,Male,4,Executive,2,Single,21525,0,5,727976,North,Half Yearly,7,3
7003552,4859,5,10,Agent,Small Business,Under Graduate,Female,2,Executive,6,Married,21127,1,1,864939,West,Monthly,1,1
7003553,4230,25,8,Agent,Salaried,Graduate,Male,4,Executive,4,Married,21150,0,11,583740,North,Half Yearly,1,3
7003554,3358,17,10,Third Party Partner,Salaried,Graduate,Male,5,Senior Manager,4,Single,27983,0,2,520484,West,Yearly,9,3
7003555,5687,11,6,Agent,Small Business,Under Graduate,Male,4,Manager,4,Married,23694,0,14,710820,North,Half Yearly,8,3
7003556,2715,8,8,Agent,Small Business,Under Graduate,Male,2,Executive,5,Married,20883,0,1,504951,West,Monthly,4,4
7003557,2718,14,5,Agent,Salaried,Graduate,Female,5,Manager,4,Single,22650,1,1,293544,West,Yearly,9,1
7003558,3419,14,3,Agent,Salaried,Graduate,Male,4,Executive,4,Married,21368,0,5,475224,West,Half Yearly,4,3
7003559,4646,5,19,Agent,Small Business,Under Graduate,Male,4,Executive,2,Married,21118,0,8,892024,North,Half Yearly,3,3
7003560,4916,5,15,Agent,Salaried,Graduate,Male,5,Executive,4,Single,20485,1,2,884952,West,Yearly,4,1
7003561,5972,36,30,Agent,Salaried,Graduate,Female,2,Senior Manager,6,Married,28437,0,12,758415,West,Monthly,9,5
7003562,3263,7,13,Agent,Salaried,Graduate,Male,2,Executive,5,Married,21755,1,1,352431,North,Monthly,6,1
7003563,5348,21,11,Online,Small Business,Under Graduate,Male,2,Executive,2,Married,21392,1,13,855680,North,Monthly,1,3
7003564,6777,27,14,Agent,Salaried,Graduate,Female,5,AVP,2,Married,33884,0,,1158833,North,Yearly,8,3
7003565,3808,23,11,Agent,Salaried,Graduate,Male,4,Executive,2,Single,22401,1,6,742593,West,Half Yearly,3,1
7003566,2247,4,7,Online,Salaried,Post Graduate,Female,2,Manager,4,Married,22468,0,3,233667,North,Monthly,4,5
7003567,3498,17,10,Agent,Salaried,Graduate,Male,5,Executive,6,Single,21864,0,3,587704,West,Yearly,4,1
7003568,5786,35,29,Agent,Salaried,Graduate,Female,4,Senior Manager,5,Single,,0,12,1081924,West,Half Yearly,12,5
7003569,4922,25,15,Agent,Salaried,Graduate,Male,4,Executive,2,Single,19689,0,4,506992,North,Half Yearly,1,5
7003570,2570,13,10,Agent,Small Business,Under Graduate,Male,4,Executive,6,Single,21417,0,1,259574,West,Half Yearly,4,4
7003571,8261,25,50,Agent,Salaried,Post Graduate,Female,4,VP,4,Married,37551,0,25,1255705,West,Half Yearly,9,4
7003572,3356,17,7,Third Party Partner,Salaried,Graduate,Female,6,Executive,6,Single,22376,1,2,369204,North,Yearly,8,4
7003573,4298,21,21,Agent,Small Business,Diploma,Male,4,Manager,5,Married,25282,0,6,782225,West,Half Yearly,3,3
7003574,4306,13,22,Agent,Small Business,Under Graduate,Female,5,Senior Manager,2,Married,28705,0,7,843927,West,Yearly,18,4
7003575,6359,38,25,Agent,Small Business,Diploma,Female,4,VP,6,Single,37404,0,3,794835,West,Half Yearly,2,1
7003576,3981,16,8,Agent,Small Business,Under Graduate,Male,4,Executive,2,Single,20953,0,2,688725,North,Half Yearly,1,3
7003577,5981,36,30,Agent,Salaried,Post Graduate,Male,4,Manager,2,Married,24922,1,9,945042,West,Half Yearly,4,3
7003578,2686,3,3,Agent,Small Business,Under Graduate,Male,5,Executive,4,Single,20663,0,1,300853,West,Yearly,9,4
7003579,3287,13,10,Agent,Laarge Business,Engineer,Male,4,Manager,2,Married,20543,0,2,591638,West,Half Yearly,1,1
7003580,5188,10,26,Agent,Small Business,Under Graduate,Male,4,Executive,2,Married,20750,1,2,721063,North,Half Yearly,1,3
7003581,5064,15,30,Agent,Small Business,Under Graduate,Female,2,Executive,4,Married,21102,0,8,739414,North,Monthly,5,1
7003582,4228,17,25,Agent,Small Business,Diploma,Male,5,Executive,4,Married,21140,1,8,524272,West,Yearly,3,4
7003583,2252,2,7,Agent,Small Business,Diploma,Female,4,Executive,2,Married,20471,0,1,436851,North,Half Yearly,3,1
7003584,5031,10,30,Agent,Salaried,Graduate,Female,5,Executive,6,Married,21876,1,5,986170,West,Yearly,1,1
7003585,4767,19,24,Third Party Partner,Salaried,Graduate,Female,2,Manager,6,Married,23833,0,2,662557,West,Monthly,4,3
7003586,4082,4,20,Agent,Salaried,Post Graduate,Male,4,Executive,2,Married,20408,0,4,424486,North,Half Yearly,1,4
7003587,4160,12,8,Agent,Salaried,Graduate,Female,4,Executive,6,Married,20798,0,8,732090,West,Half Yearly,1,3
7003588,2283,9,9,Agent,Salaried,Graduate,Male,6,Executive,4,Single,20750,0,1,244228,West,Yearly,2,1
7003589,6524,13,13,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,4,Single,27183,0,10,965540,West,Half Yearly,8,1
7003590,2247,4,9,Third Party Partner,Small Business,Under Graduate,Female,4,Manager,2,Single,22468,0,1,406671,West,Half Yearly,8,3
7003591,6460,39,6,Agent,Large Business,Engineer,Female,4,VP,4,Married,38002,0,2,710637,West,Half Yearly,9,4
7003592,2993,18,15,Online,Small Business,Diploma,Male,4,Manager,4,Single,23025,0,1,392116,North,Half Yearly,8,5
7003593,3437,10,10,Agent,Salaried,Graduate,Male,4,Executive,5,Married,21479,0,1,563609,North,Half Yearly,1,4
7003594,4361,9,22,Third Party Partner,Small Business,Diploma,Male,4,Manager,2,Single,24229,1,1,815548,North,Half Yearly,9,5
7003595,4560,5,18,Agent,Salaried,Graduate,Male,2,Executive,2,Married,20726,0,1,629241,West,Monthly,2,5
7003596,2861,17,9,Agent,Salaried,Graduate,Male,5,Senior Manager,4,Single,23838,1,3,512040,North,Yearly,1,5
7003597,3942,12,24,Agent,Laarge Business,Engineer,Male,4,Executive,4,Single,21898,1,7,662196,West,Half Yearly,3,1
7003598,5978,36,12,Agent,Small Business,Diploma,Female,4,Manager,6,Married,23911,1,4,878729,North,Half Yearly,4,1
7003599,6802,14,7,Online,Small Business,Under Graduate,Male,5,Senior Manager,6,Married,28341,1,5,1231133,North,Yearly,4,5
7003600,2488,12,10,Agent,Small Business,Diploma,Female,5,Manager,2,Married,22614,1,5,452732,West,Yearly,1,1
7003601,7660,15,31,Third Party Partner,Salaried,Graduate,Female,4,Senior Manager,2,Single,,1,1,1401707,North,Half Yearly,13,1
7003602,5780,12,29,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,6,Married,27526,0,9,1144531,North,Half Yearly,9,4
7003603,2472,10,5,Agent,Small Business,Under Graduate,Female,4,Executive,6,Married,22471,1,1,338638,East,Half Yearly,3,4
7003604,2681,13,8,Agent,Salaried,Graduate,Male,4,Manager,2,Married,24372,0,1,506694,West,Half Yearly,8,3
7003605,2690,5,3,Agent,Salaried,Graduate,Male,5,Manager,4,Married,24450,0,7,341567,West,Yearly,8,5
7003606,2954,12,18,Agent,Small Business,Under Graduate,Male,4,Manager,2,Married,24619,1,3,558359,West,Half Yearly,9,4
7003607,2295,7,9,Third Party Partner,Salaried,Graduate,Female,4,Manager,2,Single,20863,0,1,286866,West,Half Yearly,10,3
7003608,3720,19,22,Agent,Small Business,Under Graduate,Female,5,VP,4,Married,37197,1,1,606311,West,Yearly,9,4
7003609,2609,3,8,Agent,Salaried,Graduate,Female,4,Senior Manager,6,Single,26094,0,1,501005,South,Half Yearly,10,3
7003610,2855,17,9,Agent,Large Business,Engineer,Female,4,Senior Manager,4,Married,28553,0,6,336925,West,Half Yearly,9,4
7003611,6310,6,38,Agent,Small Business,Under Graduate,Female,4,AVP,4,Married,33213,1,,687841,West,Half Yearly,3,3
7003612,4243,25,21,Third Party Partner,Salaried,Graduate,Male,5,Manager,5,Single,24956,0,1,428495,North,Yearly,4,4
7003613,2818,11,6,Agent,Salaried,Graduate,Male,4,Senior Manager,6,Married,28181,0,2,456532,West,Half Yearly,1,3
7003614,4337,26,26,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,6,Married,20651,0,3,555099,North,Half Yearly,3,1
7003615,4369,13,17,Agent,Small Business,Under Graduate,Male,5,Executive,4,Married,21845,1,5,786420,North,Yearly,1,1
7003616,5743,29,6,Third Party Partner,Salaried,Graduate,Female,5,Manager,4,Single,23930,0,7,689184,West,Yearly,4,5
7003617,3597,18,18,Agent,Salaried,Graduate,Male,4,Executive,5,Married,21160,0,1,600732,North,Half Yearly,5,4
7003618,2725,3,16,Agent,Small Business,Under Graduate,Male,4,Executive,5,Single,20958,0,2,373262,West,Half Yearly,1,3
7003619,3948,4,24,Agent,Salaried,Graduate,Male,4,Manager,5,Married,24677,0,5,734388,North,Half Yearly,10,3
7003620,5374,27,32,Agent,Salaried,Graduate,Female,2,Executive,2,Married,21495,0,3,935033,West,Monthly,1,1
7003621,3890,23,8,Agent,Salaried,Graduate,Female,4,Manager,2,Single,22881,0,2,556237,North,Half Yearly,9,5
